probe_relative_path,true_identity,full_image_rank_1,crop_fallback_rank_1,full_image_true_identity_rank,crop_fallback_true_identity_rank,rank_delta_crop_minus_full,full_image_top_1_correct,crop_fallback_top_1_correct,case_type,mtcnn_face_detected,mtcnn_confidence,crop_area_ratio,fallback_reason
probe/Alexandra_Stevenson/Alexandra_Stevenson_0002.jpg,Alexandra_Stevenson,Alexandra_Stevenson,Alexandra_Stevenson,1,1,0,True,True,both_correct,True,0.9999998807907104,0.160992,
probe/Alexandra_Vodjanikova/Alexandra_Vodjanikova_0002.jpg,Alexandra_Vodjanikova,Alexandra_Vodjanikova,Alexandra_Vodjanikova,1,1,0,True,True,both_correct,True,0.999985933303833,0.277248,
probe/Ali_Abbas/Ali_Abbas_0002.jpg,Ali_Abbas,Ali_Abbas,Ali_Abbas,1,1,0,True,True,both_correct,True,0.9999948740005493,0.274176,
probe/Ali_Khamenei/Ali_Khamenei_0002.jpg,Ali_Khamenei,Ali_Khamenei,Ali_Khamenei,1,1,0,True,True,both_correct,True,0.9997833371162415,0.225984,
probe/Alice_Fisher/Alice_Fisher_0002.jpg,Alice_Fisher,Alice_Fisher,Alice_Fisher,1,1,0,True,True,both_correct,True,0.9999674558639526,0.220832,
probe/Alicia_Silverstone/Alicia_Silverstone_0002.jpg,Alicia_Silverstone,Alicia_Silverstone,Alicia_Silverstone,1,1,0,True,True,both_correct,True,0.9980306029319763,0.26576,
probe/Alimzhan_Tokhtakhounov/Alimzhan_Tokhtakhounov_0002.jpg,Alimzhan_Tokhtakhounov,Alimzhan_Tokhtakhounov,Alimzhan_Tokhtakhounov,1,1,0,True,True,both_correct,True,0.9999703168869019,0.210672,
probe/Alison_Lohman/Alison_Lohman_0002.jpg,Alison_Lohman,Alison_Lohman,Queen_Beatrix,1,960,959,True,False,cropping_hurts,True,0.9962844848632812,0.159488,
probe/Allen_Iverson/Allen_Iverson_0002.jpg,Allen_Iverson,Allen_Iverson,Allen_Iverson,1,1,0,True,True,both_correct,True,0.9997320771217346,0.295616,
probe/Allison_Janney/Allison_Janney_0002.jpg,Allison_Janney,Allison_Janney,Allison_Janney,1,1,0,True,True,both_correct,True,0.9992953538894653,0.236256,
probe/Alvaro_Noboa/Alvaro_Noboa_0002.jpg,Alvaro_Noboa,Alvaro_Noboa,Alvaro_Noboa,1,1,0,True,True,both_correct,True,0.9999980926513672,0.260832,
probe/Alvaro_Uribe/Alvaro_Uribe_0002.jpg,Alvaro_Uribe,Alvaro_Uribe,Alvaro_Uribe,1,1,0,True,True,both_correct,True,0.9999693632125854,0.221392,
probe/Amanda_Beard/Amanda_Beard_0002.jpg,Amanda_Beard,Amanda_Beard,Amanda_Beard,1,1,0,True,True,both_correct,True,0.9991790652275085,0.24824,
probe/Amanda_Coetzer/Amanda_Coetzer_0002.jpg,Amanda_Coetzer,Amanda_Coetzer,Amanda_Coetzer,1,1,0,True,True,both_correct,True,0.9999997615814209,0.197152,
probe/Amber_Tamblyn/Amber_Tamblyn_0002.jpg,Amber_Tamblyn,Amber_Tamblyn,Amber_Tamblyn,1,1,0,True,True,both_correct,True,0.9996683597564697,0.26624,
probe/Amelia_Vega/Amelia_Vega_0002.jpg,Amelia_Vega,Amelia_Vega,Amelia_Vega,1,1,0,True,True,both_correct,True,0.9999593496322632,0.25032,
probe/Amram_Mitzna/Amram_Mitzna_0002.jpg,Amram_Mitzna,Amram_Mitzna,Amram_Mitzna,1,1,0,True,True,both_correct,True,0.9999938011169434,0.213312,
probe/Anders_Ebbeson/Anders_Ebbeson_0002.jpg,Anders_Ebbeson,Anders_Ebbeson,Anders_Ebbeson,1,1,0,True,True,both_correct,True,0.9999963045120239,0.254016,
probe/Anders_Fogh_Rasmussen/Anders_Fogh_Rasmussen_0002.jpg,Anders_Fogh_Rasmussen,Anders_Fogh_Rasmussen,Anders_Fogh_Rasmussen,1,1,0,True,True,both_correct,True,0.9999189376831055,0.247104,
probe/Andrei_Mikhnevich/Andrei_Mikhnevich_0002.jpg,Andrei_Mikhnevich,Andrei_Mikhnevich,Andrei_Mikhnevich,1,1,0,True,True,both_correct,True,0.9999998807907104,0.22248,
probe/Andrew_Bunner/Andrew_Bunner_0002.jpg,Andrew_Bunner,Michael_Ballack,Andrew_Bunner,5,1,-4,False,True,cropping_helps,True,0.9997182488441467,0.235008,
probe/Andrew_Cuomo/Andrew_Cuomo_0002.jpg,Andrew_Cuomo,Alan_Mulally,Andrew_Cuomo,10,1,-9,False,True,cropping_helps,True,0.9999934434890747,0.2808,
probe/Andrew_Niccol/Andrew_Niccol_0002.jpg,Andrew_Niccol,Andrew_Niccol,Andrew_Niccol,1,1,0,True,True,both_correct,True,0.9999997615814209,0.218688,
probe/Andy_Hebb/Andy_Hebb_0002.jpg,Andy_Hebb,Andy_Hebb,Andy_Hebb,1,1,0,True,True,both_correct,True,0.9999891519546509,0.25944,
probe/Angela_Lansbury/Angela_Lansbury_0002.jpg,Angela_Lansbury,Angela_Lansbury,Angela_Lansbury,1,1,0,True,True,both_correct,True,0.9991973042488098,0.234544,
probe/Angelo_Reyes/Angelo_Reyes_0002.jpg,Angelo_Reyes,Angelo_Reyes,Angelo_Reyes,1,1,0,True,True,both_correct,True,0.999850869178772,0.207264,
probe/Anibal_Ibarra/Anibal_Ibarra_0002.jpg,Anibal_Ibarra,Anibal_Ibarra,Anibal_Ibarra,1,1,0,True,True,both_correct,True,0.9997114539146423,0.214176,
probe/Ann_Veneman/Ann_Veneman_0002.jpg,Ann_Veneman,Ann_Veneman,Ann_Veneman,1,1,0,True,True,both_correct,True,0.9999996423721313,0.232832,
probe/Anna_Kournikova/Anna_Kournikova_0002.jpg,Anna_Kournikova,Anna_Kournikova,Anna_Kournikova,1,1,0,True,True,both_correct,True,0.9987466335296631,0.2616,
probe/Anna_Nicole_Smith/Anna_Nicole_Smith_0002.jpg,Anna_Nicole_Smith,Elin_Nordegren,Anna_Nicole_Smith,3,1,-2,False,True,cropping_helps,True,0.9979444146156311,0.229408,
probe/Anneli_Jaatteenmaki/Anneli_Jaatteenmaki_0002.jpg,Anneli_Jaatteenmaki,Anneli_Jaatteenmaki,Anneli_Jaatteenmaki,1,1,0,True,True,both_correct,True,0.9999303817749023,0.24864,
probe/Annette_Bening/Annette_Bening_0002.jpg,Annette_Bening,Annette_Bening,Annette_Bening,1,1,0,True,True,both_correct,True,0.9999876022338867,0.2664,
probe/Annette_Lu/Annette_Lu_0002.jpg,Annette_Lu,Annette_Lu,Annette_Lu,1,1,0,True,True,both_correct,True,0.995699405670166,0.244224,
probe/Anthony_Fauci/Anthony_Fauci_0002.jpg,Anthony_Fauci,Anthony_Fauci,Anthony_Fauci,1,1,0,True,True,both_correct,True,0.9998558759689331,0.210672,
probe/Anthony_Hopkins/Anthony_Hopkins_0002.jpg,Anthony_Hopkins,Anthony_Hopkins,Anthony_Hopkins,1,1,0,True,True,both_correct,True,0.9999948740005493,0.252672,
probe/Anthony_LaPaglia/Anthony_LaPaglia_0002.jpg,Anthony_LaPaglia,Anthony_LaPaglia,Anthony_LaPaglia,1,1,0,True,True,both_correct,True,0.999995231628418,0.21816,
probe/Antonio_Banderas/Antonio_Banderas_0002.jpg,Antonio_Banderas,Antonio_Banderas,Eric_Clapton,1,590,589,True,False,cropping_hurts,True,0.9989315867424011,0.159744,
probe/Antony_Leung/Antony_Leung_0002.jpg,Antony_Leung,Antony_Leung,Antony_Leung,1,1,0,True,True,both_correct,True,0.9999842643737793,0.246528,
probe/Anwar_Ibrahim/Anwar_Ibrahim_0002.jpg,Anwar_Ibrahim,Anwar_Ibrahim,Anwar_Ibrahim,1,1,0,True,True,both_correct,True,0.9999206066131592,0.25168,
probe/Arantxa_Sanchez-Vicario/Arantxa_Sanchez-Vicario_0002.jpg,Arantxa_Sanchez-Vicario,Arantxa_Sanchez-Vicario,Arantxa_Sanchez-Vicario,1,1,0,True,True,both_correct,True,0.9999983310699463,0.24192,
probe/Arianna_Huffington/Arianna_Huffington_0002.jpg,Arianna_Huffington,Arianna_Huffington,Arianna_Huffington,1,1,0,True,True,both_correct,True,0.9999628067016602,0.264624,
probe/Arlen_Specter/Arlen_Specter_0002.jpg,Arlen_Specter,Arlen_Specter,Arlen_Specter,1,1,0,True,True,both_correct,True,0.999241828918457,0.221952,
probe/Arnaud_Clement/Arnaud_Clement_0002.jpg,Arnaud_Clement,Arnaud_Clement,Arnaud_Clement,1,1,0,True,True,both_correct,True,0.9999905824661255,0.192,
probe/Arnold_Palmer/Arnold_Palmer_0002.jpg,Arnold_Palmer,Arnold_Palmer,Arnold_Palmer,1,1,0,True,True,both_correct,True,0.9999451637268066,0.243648,
probe/Aron_Ralston/Aron_Ralston_0002.jpg,Aron_Ralston,Aron_Ralston,Aron_Ralston,1,1,0,True,True,both_correct,True,0.999995231628418,0.398272,
probe/Arsinee_Khanjian/Arsinee_Khanjian_0002.jpg,Arsinee_Khanjian,Arsinee_Khanjian,Arsinee_Khanjian,1,1,0,True,True,both_correct,True,0.9999890327453613,0.226512,
probe/Art_Hoffmann/Art_Hoffmann_0002.jpg,Art_Hoffmann,Art_Hoffmann,Art_Hoffmann,1,1,0,True,True,both_correct,True,0.9999855756759644,0.24192,
probe/Art_Howe/Art_Howe_0002.jpg,Art_Howe,Art_Howe,Art_Howe,1,1,0,True,True,both_correct,True,0.9999699592590332,0.261632,
probe/Arye_Mekel/Arye_Mekel_0002.jpg,Arye_Mekel,Arye_Mekel,Arye_Mekel,1,1,0,True,True,both_correct,True,0.9999932050704956,0.201536,
probe/Asa_Hutchinson/Asa_Hutchinson_0002.jpg,Asa_Hutchinson,Geoff_Hoon,Asa_Hutchinson,10,1,-9,False,True,cropping_helps,True,0.9999266862869263,0.235664,
probe/Ashanti/Ashanti_0002.jpg,Ashanti,Ashanti,Ashanti,1,1,0,True,True,both_correct,True,0.9999977350234985,0.27784,
probe/Augustin_Calleri/Augustin_Calleri_0002.jpg,Augustin_Calleri,Augustin_Calleri,Augustin_Calleri,1,1,0,True,True,both_correct,True,0.9999997615814209,0.23184,
probe/Augusto_Pinochet/Augusto_Pinochet_0002.jpg,Augusto_Pinochet,Augusto_Pinochet,Augusto_Pinochet,1,1,0,True,True,both_correct,True,0.9999022483825684,0.213792,
probe/Augusto_Roa_Bastos/Augusto_Roa_Bastos_0002.jpg,Augusto_Roa_Bastos,Ishaq_Shahryar,Augusto_Roa_Bastos,2,1,-1,False,True,cropping_helps,True,0.99996018409729,0.214928,
probe/Aung_San_Suu_Kyi/Aung_San_Suu_Kyi_0002.jpg,Aung_San_Suu_Kyi,Aung_San_Suu_Kyi,Aung_San_Suu_Kyi,1,1,0,True,True,both_correct,True,0.9999641180038452,0.232832,
probe/Barbara_Brezigar/Barbara_Brezigar_0002.jpg,Barbara_Brezigar,Kathleen_Kennedy_Townsend,Barbara_Brezigar,2,1,-1,False,True,cropping_helps,True,0.9999639987945557,0.26048,
probe/Barbara_Walters/Barbara_Walters_0002.jpg,Barbara_Walters,Barbara_Walters,Barbara_Walters,1,1,0,True,True,both_correct,True,0.9999873638153076,0.247104,
probe/Barbra_Streisand/Barbra_Streisand_0002.jpg,Barbra_Streisand,Barbra_Streisand,Barbra_Streisand,1,1,0,True,True,both_correct,True,0.9999467134475708,0.23856,
probe/Barrett_Jackman/Barrett_Jackman_0002.jpg,Barrett_Jackman,Barrett_Jackman,Barrett_Jackman,1,1,0,True,True,both_correct,True,0.999988317489624,0.237312,
probe/Barry_Alvarez/Barry_Alvarez_0002.jpg,Barry_Alvarez,Barry_Alvarez,Barry_Alvarez,1,1,0,True,True,both_correct,True,0.9999973773956299,0.287328,
probe/Barry_Zito/Barry_Zito_0002.jpg,Barry_Zito,Phil_Mickelson,Barry_Zito,134,1,-133,False,True,cropping_helps,True,0.9999818801879883,0.224128,
probe/Bashar_Assad/Bashar_Assad_0002.jpg,Bashar_Assad,Bashar_Assad,Bashar_Assad,1,1,0,True,True,both_correct,True,0.999976396560669,0.168432,
probe/Begum_Khaleda_Zia/Begum_Khaleda_Zia_0002.jpg,Begum_Khaleda_Zia,Intisar_Ajouri,Begum_Khaleda_Zia,3,1,-2,False,True,cropping_helps,True,0.9999674558639526,0.244016,
probe/Ben_Curtis/Ben_Curtis_0002.jpg,Ben_Curtis,Ben_Curtis,Ben_Curtis,1,1,0,True,True,both_correct,True,0.9999942779541016,0.340704,
probe/Ben_Glisan/Ben_Glisan_0002.jpg,Ben_Glisan,Ben_Glisan,Ben_Glisan,1,1,0,True,True,both_correct,True,0.9999610185623169,0.215424,
probe/Benazir_Bhutto/Benazir_Bhutto_0002.jpg,Benazir_Bhutto,Benazir_Bhutto,Benazir_Bhutto,1,1,0,True,True,both_correct,True,0.9998155236244202,0.20064,
probe/Benjamin_Netanyahu/Benjamin_Netanyahu_0002.jpg,Benjamin_Netanyahu,Benjamin_Netanyahu,Benjamin_Netanyahu,1,1,0,True,True,both_correct,True,0.9999988079071045,0.217536,
probe/Bernard_Landry/Bernard_Landry_0002.jpg,Bernard_Landry,Bernard_Landry,Bernard_Landry,1,1,0,True,True,both_correct,True,0.9998138546943665,0.25872,
probe/Bernard_Lord/Bernard_Lord_0002.jpg,Bernard_Lord,Alvaro_Uribe,Bernard_Lord,2,1,-1,False,True,cropping_helps,True,0.9999552965164185,0.213792,
probe/Bernardo_Segura/Bernardo_Segura_0002.jpg,Bernardo_Segura,Bernardo_Segura,Bernardo_Segura,1,1,0,True,True,both_correct,True,0.9997172951698303,0.212624,
probe/Bertrand_Bonello/Bertrand_Bonello_0002.jpg,Bertrand_Bonello,Bertrand_Bonello,Bertrand_Bonello,1,1,0,True,True,both_correct,True,0.9997698664665222,0.23688,
probe/Beth_Jones/Beth_Jones_0002.jpg,Beth_Jones,Lindsay_Davenport,Patty_Schnyder,16,3,-13,False,False,neither_correct,True,0.999981164932251,0.26864,
probe/Betsy_Smith/Betsy_Smith_0002.jpg,Betsy_Smith,Betsy_Smith,Betsy_Smith,1,1,0,True,True,both_correct,True,0.9947497248649597,0.19968,
probe/Bijan_Namdar_Zangeneh/Bijan_Namdar_Zangeneh_0002.jpg,Bijan_Namdar_Zangeneh,Bijan_Namdar_Zangeneh,Bijan_Namdar_Zangeneh,1,1,0,True,True,both_correct,True,0.9993399977684021,0.226848,
probe/Biljana_Plavsic/Biljana_Plavsic_0002.jpg,Biljana_Plavsic,Biljana_Plavsic,Biljana_Plavsic,1,1,0,True,True,both_correct,True,0.9999997615814209,0.215424,
probe/Bill_Belichick/Bill_Belichick_0002.jpg,Bill_Belichick,Bill_Belichick,Bill_Belichick,1,1,0,True,True,both_correct,True,0.9999860525131226,0.23856,
probe/Bill_Callahan/Bill_Callahan_0002.jpg,Bill_Callahan,Bill_Callahan,Bill_Callahan,1,1,0,True,True,both_correct,True,0.999472439289093,0.23016,
probe/Bill_Frist/Bill_Frist_0002.jpg,Bill_Frist,Bill_Frist,Bill_Frist,1,1,0,True,True,both_correct,True,0.9999521970748901,0.207968,
probe/Bill_Gates/Bill_Gates_0002.jpg,Bill_Gates,Bill_Gates,Bill_Gates,1,1,0,True,True,both_correct,True,0.9999771118164062,0.213792,
probe/Bill_Graham/Bill_Graham_0002.jpg,Bill_Graham,Bill_Graham,Bill_Graham,1,1,0,True,True,both_correct,True,0.9999676942825317,0.222976,
probe/Bill_Nelson/Bill_Nelson_0002.jpg,Bill_Nelson,Bill_Nelson,Bill_Nelson,1,1,0,True,True,both_correct,True,0.9999978542327881,0.24824,
probe/Bill_Parcells/Bill_Parcells_0002.jpg,Bill_Parcells,Bill_Parcells,Bill_Parcells,1,1,0,True,True,both_correct,True,0.9999710321426392,0.302736,
probe/Bill_Simon/Bill_Simon_0002.jpg,Bill_Simon,Bill_Simon,Bill_Simon,1,1,0,True,True,both_correct,True,0.9999871253967285,0.276624,
probe/Bill_Sizemore/Bill_Sizemore_0002.jpg,Bill_Sizemore,Bill_Sizemore,Bill_Sizemore,1,1,0,True,True,both_correct,True,0.999997615814209,0.231744,
probe/Billy_Graham/Billy_Graham_0002.jpg,Billy_Graham,John_Rigas,Billy_Graham,4,1,-3,False,True,cropping_helps,True,0.999982476234436,0.225216,
probe/Billy_Sollie/Billy_Sollie_0002.jpg,Billy_Sollie,Billy_Sollie,Billy_Sollie,1,1,0,True,True,both_correct,True,0.9999042749404907,0.282384,
probe/Blythe_Danner/Blythe_Danner_0002.jpg,Blythe_Danner,Debra_Brown,Blythe_Danner,2,1,-1,False,True,cropping_helps,True,0.9998112320899963,0.2808,
probe/Blythe_Hartley/Blythe_Hartley_0002.jpg,Blythe_Hartley,Blythe_Hartley,Blythe_Hartley,1,1,0,True,True,both_correct,True,0.9982889294624329,0.258048,
probe/Bo_Pelini/Bo_Pelini_0002.jpg,Bo_Pelini,Bo_Pelini,Bo_Pelini,1,1,0,True,True,both_correct,True,0.9996620416641235,0.26544,
probe/Bo_Ryan/Bo_Ryan_0002.jpg,Bo_Ryan,Bo_Ryan,Bo_Ryan,1,1,0,True,True,both_correct,True,0.998650848865509,0.24816,
probe/Bob_Beauprez/Bob_Beauprez_0002.jpg,Bob_Beauprez,Bob_Beauprez,Bob_Beauprez,1,1,0,True,True,both_correct,True,0.9996626377105713,0.289536,
probe/Bob_Colvin/Bob_Colvin_0002.jpg,Bob_Colvin,Bob_Colvin,Bob_Colvin,1,1,0,True,True,both_correct,True,0.9999735355377197,0.25032,
probe/Bob_Geldof/Bob_Geldof_0002.jpg,Bob_Geldof,Bob_Geldof,Bob_Geldof,1,1,0,True,True,both_correct,True,0.9999700784683228,0.269392,
probe/Bob_Hope/Bob_Hope_0002.jpg,Bob_Hope,Bob_Hope,Bob_Hope,1,1,0,True,True,both_correct,True,0.9999104738235474,0.247696,
probe/Bobby_Goldwater/Bobby_Goldwater_0002.jpg,Bobby_Goldwater,Bobby_Goldwater,Bobby_Goldwater,1,1,0,True,True,both_correct,True,0.9999969005584717,0.195776,
probe/Bobby_Robson/Bobby_Robson_0002.jpg,Bobby_Robson,Bobby_Robson,Bobby_Robson,1,1,0,True,True,both_correct,True,0.9999679327011108,0.23184,
probe/Bode_Miller/Bode_Miller_0002.jpg,Bode_Miller,Bode_Miller,Bode_Miller,1,1,0,True,True,both_correct,True,0.9999549388885498,0.2376,
probe/Boris_Becker/Boris_Becker_0002.jpg,Boris_Becker,Boris_Becker,Boris_Becker,1,1,0,True,True,both_correct,True,0.9999988079071045,0.225776,
probe/Boris_Berezovsky/Boris_Berezovsky_0002.jpg,Boris_Berezovsky,Boris_Berezovsky,Boris_Berezovsky,1,1,0,True,True,both_correct,True,0.9999029636383057,0.244816,
probe/Boris_Yeltsin/Boris_Yeltsin_0002.jpg,Boris_Yeltsin,Boris_Yeltsin,John_Rowland,1,752,751,True,False,cropping_hurts,True,0.9272382855415344,0.193104,
probe/Brad_Johnson/Brad_Johnson_0002.jpg,Brad_Johnson,Brad_Johnson,Brad_Johnson,1,1,0,True,True,both_correct,True,0.9999686479568481,0.21816,
probe/Branko_Crvenkovski/Branko_Crvenkovski_0002.jpg,Branko_Crvenkovski,Branko_Crvenkovski,Branko_Crvenkovski,1,1,0,True,True,both_correct,True,0.9999874830245972,0.280256,
probe/Brendan_Hansen/Brendan_Hansen_0002.jpg,Brendan_Hansen,Brendan_Hansen,Brendan_Hansen,1,1,0,True,True,both_correct,True,0.999997615814209,0.2568,
probe/Brian_Cowen/Brian_Cowen_0002.jpg,Brian_Cowen,Brian_Cowen,Brian_Cowen,1,1,0,True,True,both_correct,True,0.9999997615814209,0.219648,
probe/Brian_Griese/Brian_Griese_0002.jpg,Brian_Griese,Brian_Griese,Brian_Griese,1,1,0,True,True,both_correct,True,0.9999983310699463,0.288192,
probe/Brian_Heidik/Brian_Heidik_0002.jpg,Brian_Heidik,Brendan_Hansen,Brian_Heidik,6,1,-5,False,True,cropping_helps,True,0.9999603033065796,0.265088,
probe/Brian_Mulroney/Brian_Mulroney_0002.jpg,Brian_Mulroney,Brian_Mulroney,Brian_Mulroney,1,1,0,True,True,both_correct,True,0.9999998807907104,0.229632,
probe/Brian_Wells/Brian_Wells_0002.jpg,Brian_Wells,David_Trimble,Brian_Wells,17,1,-16,False,True,cropping_helps,True,0.9999706745147705,0.201168,
probe/Bridget_Fonda/Bridget_Fonda_0002.jpg,Bridget_Fonda,Bridget_Fonda,Bridget_Fonda,1,1,0,True,True,both_correct,True,0.9991377592086792,0.23664,
probe/Brigitte_Boisselier/Brigitte_Boisselier_0002.jpg,Brigitte_Boisselier,Brigitte_Boisselier,Brigitte_Boisselier,1,1,0,True,True,both_correct,True,0.9999831914901733,0.266304,
probe/Brooke_Shields/Brooke_Shields_0002.jpg,Brooke_Shields,Brooke_Shields,Brooke_Shields,1,1,0,True,True,both_correct,True,0.9996358156204224,0.27776,
probe/Bruce_Van_De_Velde/Bruce_Van_De_Velde_0002.jpg,Bruce_Van_De_Velde,Bruce_Van_De_Velde,Bruce_Van_De_Velde,1,1,0,True,True,both_correct,True,0.9999997615814209,0.258544,
